center_x,center_y,left_x,left_y,right_x,right_y,left_center_x,left_center_y,right_center_x,right_center_y,road_speed,rightcenter_cur,leftcenter_cur,in_bend
412.113306524763,-241.278935991973,412.016064365138,-237.53019700901,412.210548684388,-245.027674974937,412.064685444951,-239.404566500492,412.161927604576,-243.153305483455,10.2789720845812,0,0,1
412.613138389158,-241.26597037069,412.515896229533,-237.517231387726,412.710380548783,-245.014709353654,412.564517309346,-239.391600879208,412.661759468971,-243.140339862172,10.2988568080425,0,0,1
413.112970253553,-241.253004749407,413.015728093928,-237.504265766443,413.210212413179,-245.00174373237,413.064349173741,-239.378635257925,413.161591333366,-243.127374240889,10.3187032125905,0,0,1
413.612802117949,-241.240039128123,413.515559958324,-237.49130014516,413.710044277573,-244.988778111087,413.564181038136,-239.365669636642,413.661423197761,-243.114408619605,10.3385115189029,0,0,1
414.112633982344,-241.22707350684,414.015391822719,-237.478334523876,414.209876141969,-244.975812489804,414.064012902531,-239.352704015358,414.161255062156,-243.101442998322,10.3582819455472,0,0,1
414.612465846739,-241.214107885557,414.515223687114,-237.465368902593,414.709708006364,-244.96284686852,414.563844766926,-239.339738394075,414.661086926551,-243.088477377039,10.3780147090092,0,0,1
415.112297711134,-241.201142264273,415.015055551509,-237.45240328131,415.209539870759,-244.949881247237,415.063676631321,-239.326772772792,415.160918790947,-243.075511755755,10.3977100237203,0,0,1
415.612129575529,-241.18817664299,415.514887415904,-237.439437660026,415.709371735154,-244.936915625954,415.563508495717,-239.313807151508,415.660750655342,-243.062546134472,10.4173681020849,0,0,1
416.111961439924,-241.175211021707,416.014719280299,-237.426472038743,416.209203599549,-244.92395000467,416.063340360112,-239.300841530225,416.160582519737,-243.049580513189,10.4369891545071,0,0,1
416.61179330432,-241.162245400423,416.514551144694,-237.41350641746,416.709035463945,-244.910984383387,416.563172224507,-239.287875908942,416.660414384132,-243.036614891905,10.4565733894168,0,0,1
417.111625168715,-241.14927977914,417.01438300909,-237.400540796176,417.20886732834,-244.898018762104,417.063004088902,-239.274910287658,417.160246248527,-243.023649270622,10.476121013296,0,0,1
417.61145703311,-241.136314157857,417.514214873485,-237.387575174893,417.708699192735,-244.88505314082,417.562835953297,-239.261944666375,417.660078112922,-243.010683649339,10.4956322307036,0,0,1
418.111288897505,-241.123348536573,418.01404673788,-237.37460955361,418.20853105713,-244.872087519537,418.062667817692,-239.248979045092,418.159909977318,-242.997718028055,10.5151072443008,0,0,1
418.6111207619,-241.11038291529,418.513878602275,-237.361643932326,418.708362921525,-244.859121898254,418.562499682088,-239.236013423808,418.659741841713,-242.984752406772,10.5345462548754,0,0,1
419.110952626295,-241.097417294007,419.01371046667,-237.348678311043,419.20819478592,-244.84615627697,419.062331546483,-239.223047802525,419.159573706108,-242.971786785489,10.5539494613662,0,0,1
